1,7.77
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,7.77
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,7.77
2,6.87
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,7.77
2,7.77
3,0
4,0
5,5.99
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,7.77
2,7.77
3,0
4,0
5,6.77
6,5.16
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,7.77
2,7.77
3,5.92
4,0
5,6.77
6,6.66
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.08
2,7.77
3,7.64
4,0
5,6.74
6,6.77
7,2.16
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.08
2,7.77
3,7.77
4,0
5,6.74
6,6.74
7,5.81
8,0
9,2.16
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.08
2,8.05
3,7.77
4,3.52
5,6.74
6,6.74
7,6.71
8,0
9,5.81
10,0
11,2.16
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.08
2,8.08
3,7.77
4,6.98
5,6.98
6,6.74
7,6.76
8,0
9,6.71
10,0
11,5.81
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.08
2,8.08
3,7.77
4,7.72
5,7.01
6,6.95
7,6.74
8,0
9,6.76
10,0
11,6.71
12,2.12
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.08
2,8.08
3,8
4,7.77
5,7.01
6,7.01
7,6.74
8,0
9,6.74
10,0
11,6.76
12,5.74
13,2.12
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.32
2,8.08
3,8.08
4,7.77
5,7
6,7.01
7,6.83
8,0
9,6.74
10,0
11,6.74
12,6.7
13,5.74
14,2.12
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.32
2,8.08
3,8.08
4,7.77
5,7
6,7
7,6.98
8,0
9,6.83
10,0
11,6.74
12,6.76
13,6.7
14,5.74
15,2.05
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.32
2,8.29
3,8.08
4,7.91
5,7.03
6,7
7,7.01
8,0
9,6.98
10,0
11,6.83
12,6.74
13,6.76
14,6.7
15,5.57
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,2.05
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.32
2,8.32
3,8.08
4,8.05
5,7.69
6,7.03
7,7
8,0
9,7.01
10,0
11,6.98
12,6.74
13,6.74
14,6.76
15,6.5
16,1.52
17,0
18,0
19,0
20,0
21,0
22,0
23,2.05
24,5.57
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.32
2,8.32
3,8.08
4,8.08
5,8.15
6,7.61
7,7
8,0
9,7
10,0
11,7.01
12,6.84
13,6.74
14,6.74
15,6.56
16,4.76
17,0
18,0
19,0
20,0
21,0
22,0
23,5.57
24,6.5
25,2.05
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0
1,8.32
2,8.32
3,8.26
4,8.08
5,8.24
6,8.1
7,7.02
8,0
9,7
10,0
11,7
12,6.98
13,6.84
14,6.74
15,6.54
16,6.44
17,0
18,0
19,0
20,0
21,0
22,0
23,6.5
24,6.56
25,5.57
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0.01
1,7.85
2,8.32
3,8.32
4,8.08
5,8.25
6,8.23
7,7.3
8,0
9,7.02
10,0
11,7
12,7.01
13,6.98
14,6.84
15,6.54
16,6.74
17,0.92
18,0
19,0
20,0
21,0
22,0
23,6.56
24,6.54
25,6.5
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0.03
1,7.85
2,8.32
3,8.32
4,8.08
5,8.25
6,8.25
7,7.84
8,0
9,7.3
10,0
11,7.02
12,7
13,7.01
14,6.98
15,6.63
16,6.74
17,3.48
18,0
19,0
20,0
21,0
22,0
23,6.54
24,6.54
25,6.56
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
26,0.06
1,7.85
2,7.9
3,8.32
4,8.19
5,8.25
6,8.25
7,8.16
8,0
9,7.84
10,0
11,7.3
12,7
13,7
14,7.01
15,6.77
16,6.74
17,5.77
18,0
19,0
20,0
21,0
