119726,0.2
92055,0.486
119726,0.2
92055,0.486
105445,0.286
111056,0.257
114656,0.229
92976,0.457
101845,0.314
114656,0.229
111056,0.257
105445,0.286
94196,0.4
101845,0.314
99226,0.343
96775,0.371
99226,0.343
96775,0.371
94196,0.4
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
101845,0.314
92055,0.486
93555,0.429
96775,0.371
93555,0.429
94196,0.4
93555,0.429
93555,0.429
105445,0.286
111056,0.257
94196,0.4
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
96775,0.371
111056,0.257
93555,0.429
114656,0.229
96775,0.371
93555,0.429
94196,0.4
93555,0.429
93555,0.429
93555,0.429
93555,0.429
94196,0.4
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
119726,0.2
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
101845,0.314
93555,0.429
111056,0.257
114656,0.229
93555,0.429
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
92055,0.486
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
93555,0.429
94196,0.4
94196,0.4
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
93555,0.429
93555,0.429
93555,0.429
114656,0.229
93555,0.429
105445,0.286
93555,0.429
101845,0.314
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
94196,0.4
93555,0.429
93555,0.429
114656,0.229
111056,0.257
105445,0.286
114656,0.229
93555,0.429
119726,0.2
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
111056,0.257
119726,0.2
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
119726,0.2
93555,0.429
94196,0.4
93555,0.429
93555,0.429
93555,0.429
105445,0.286
92055,0.486
93555,0.429
96775,0.371
93555,0.429
93555,0.429
119726,0.2
93555,0.429
114656,0.229
93555,0.429
93555,0.429
93555,0.429
94196,0.4
93555,0.429
93555,0.429
92055,0.486
111056,0.257
93555,0.429
93555,0.429
93555,0.429
92055,0.486
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
92055,0.486
93555,0.429
94196,0.4
93555,0.429
93555,0.429
96775,0.371
114656,0.229
94196,0.4
93555,0.429
93555,0.429
93555,0.429
114656,0.229
114656,0.229
93555,0.429
93555,0.429
111056,0.257
94196,0.4
94196,0.4
93555,0.429
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
119726,0.2
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
114656,0.229
96775,0.371
93555,0.429
93555,0.429
94196,0.4
93555,0.429
94196,0.4
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
101845,0.314
93555,0.429
105445,0.286
111056,0.257
114656,0.229
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
119726,0.2
92055,0.486
93555,0.429
93555,0.429
93555,0.429
114656,0.229
93555,0.429
93555,0.429
105445,0.286
105445,0.286
93555,0.429
101845,0.314
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
105445,0.286
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
94196,0.4
111056,0.257
93555,0.429
93555,0.429
93555,0.429
114656,0.229
93555,0.429
93555,0.429
94196,0.4
96775,0.371
99226,0.343
93555,0.429
93555,0.429
101845,0.314
93555,0.429
111056,0.257
105445,0.286
114656,0.229
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
119726,0.2
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
96775,0.371
94196,0.4
93555,0.429
93555,0.429
93555,0.429
111056,0.257
114656,0.229
105445,0.286
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
92055,0.486
111056,0.257
93555,0.429
93555,0.429
119726,0.2
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
93555,0.429
94196,0.4
111056,0.257
92055,0.486
93555,0.429
119726,0.2
93555,0.429
93555,0.429
93555,0.429
105445,0.286
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
93555,0.429
93555,0.429
114656,0.229
105445,0.286
93555,0.429
93555,0.429
93555,0.429
93555,0.429
96775,0.371
119726,0.2
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
114656,0.229
119726,0.2
93555,0.429
93555,0.429
111056,0.257
93555,0.429
114656,0.229
93555,0.429
105445,0.286
93555,0.429
93555,0.429
94196,0.4
111056,0.257
114656,0.229
93555,0.429
93555,0.429
93555,0.429
93555,0.429
101845,0.314
92055,0.486
93555,0.429
93555,0.429
93555,0.429
96775,0.371
96775,0.371
93555,0.429
93555,0.429
93555,0.429
96775,0.371
119726,0.2
93555,0.429
93555,0.429
119726,0.2
93555,0.429
92055,0.486
93555,0.429
93555,0.429
94196,0.4
93555,0.429
93555,0.429
111056,0.257
114656,0.229
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
94196,0.4
93555,0.429
94196,0.4
93555,0.429
93555,0.429
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
111056,0.257
93555,0.429
93555,0.429
96775,0.371
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
111056,0.257
93555,0.429
93555,0.429
93555,0.429
119726,0.2
93555,0.429
92055,0.486
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
93555,0.429
93555,0.429
105445,0.286
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
93555,0.429
93555,0.429
93555,0.429
92055,0.486
93555,0.429
93555,0.429
93555,0.429
93555,0.429
92055,0.486
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
93555,0.429
